"legacyField","storageLocation","consumerFile","consumerSymbol","consumerKind","currentDisposition","targetLayer","targetRelation","conversionMode","derivationMode","mappingStatus","reviewEvidence","notes"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Exercise","ANALYSIS","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt","AnalysisExerciseMetadata","ANALYSIS","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/analysis/metrics/CommonTaxonomyMetrics.kt","calculate","ANALYSIS","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/data/Entities.kt","Exercise","SCHEMA_MODEL","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","from","DATA","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","createExerciseTable","DATA","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","insertUnresolvedExercise","DATA","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","migrate","DATA","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","appendStrengthRow","BACKUP_RESTORE","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
"loadProfile","Room exercises","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","RestoreExerciseRow","BACKUP_RESTORE","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","NONE","DECOMPOSE_BY_CONSUMER","CONSUMER_SPECIFIC_TYPED_RELATIONS","SEMANTICALLY_REVIEWED","Phase 2A.1 approved loadProfile disposition","Physical compatibility remains; no replacement mixed enum is approved"
